"Model_No","Screen_Tech","Labelled energy consumption (kWh/year)","GrandDate","Star2","Category_Screen_inches"
"LT-32N3135A","LCD (LED)",110,"2013-05-21",5.5,"32"
"KALED70TX9520SKA","LCD (LED)",580,"2013-05-21",4.5,"70"
"ATV60UHDW-1122","LCD",296,"2013-05-21",6,"65"
"LS85UHDZEN","LCD",610,"2013-05-21",6,"80"
"KAQLED85XQ98JSTA","LCD (LED)",974,"2013-05-21",4,"80"
"KAQLED85XQ98JSTB","LCD (LED)",974,"2013-05-21",4,"80"
"KAQLED85XQ98JSTC","LCD (LED)",974,"2013-05-21",4,"80"
"KAQLED85XQ98JSTD","LCD (LED)",974,"2013-05-21",4,"80"
"ATV43UHDT-0123","LCD (LED)",170,"2013-05-21",6,"43"
"LT-55NQ7105A11","LCD",330,"2013-05-21",5,"50"
"LEDV2422DT","LCD (LED)",90,"2013-05-21",4.5,"22"
"LED2422DT","LCD (LED)",90,"2013-05-21",4.5,"22"
"LED*2422DT","LCD (LED)",90,"2013-05-21",4.5,"22"
"Tizen TV","LCD (LED)",360,"2013-05-21",6,"65"
"ATV65UHDT-0123","LCD (LED)",360,"2013-05-21",6,"65"
"ATV65UHDT-0922","LCD (LED)",360,"2013-05-21",6,"65"
"KD-55X80L","LCD (LED)",467,"2013-05-21",3.5,"50"
"KD-65X80L","LCD (LED)",544,"2013-05-21",4,"65"
"KD40WOS2","LCD",150,"2013-05-21",6,"43"
"70A6HAU","LCD (LED)",422,"2013-05-21",6,"70"
"LE24A322","LCD (LED)",83,"2013-05-21",5,"22"
"KALED50RN9220STA","LCD (LED)",277,"2013-05-21",5,"50"
"KALED50RN9220STB","LCD (LED)",277,"2013-05-21",5,"50"
"KALED50RN9220STC","LCD (LED)",277,"2013-05-21",5,"50"
"KALED50RN9220STD","LCD (LED)",277,"2013-05-21",5,"50"
"LEV24A122","LCD (LED)",83,"2013-05-21",5,"22"
"KAQLED65XQ98JSTA","LCD (LED)",579,"2013-05-21",4,"65"
"KAQLED65XQ98JSTB","LCD (LED)",579,"2013-05-21",4,"65"
"KAQLED65XQ98JSTC","LCD (LED)",579,"2013-05-21",4,"65"
"KAQLED65XQ98JSTD","LCD (LED)",579,"2013-05-21",4,"65"
"KAQLED75XQ98JSTA","LCD (LED)",667,"2013-05-21",4.5,"70"
"KAQLED75XQ98JSTB","LCD (LED)",667,"2013-05-21",4.5,"70"
"KAQLED75XQ98JSTC","LCD (LED)",667,"2013-05-21",4.5,"70"
"KAQLED75XQ98JSTD","LCD (LED)",667,"2013-05-21",4.5,"70"
"KAQLED55XQ98JSTA","LCD (LED)",339,"2013-05-21",5,"50"
"KAQLED55XQ98JSTB","LCD (LED)",339,"2013-05-21",5,"50"
"KAQLED55XQ98JSTC","LCD (LED)",339,"2013-05-21",5,"50"
"KAQLED55XQ98JSTD","LCD (LED)",339,"2013-05-21",5,"50"
"KALED65XU9220STB","LCD (LED)",404,"2013-05-21",5.5,"65"
"KALED65XU9220STC","LCD (LED)",404,"2013-05-21",5.5,"65"
"KALED65XU9220STD","LCD (LED)",404,"2013-05-21",5.5,"65"
"KALED65XU9220STE","LCD (LED)",404,"2013-05-21",5.5,"65"
"KALED65XU9220STF","LCD (LED)",404,"2013-05-21",5.5,"65"
"LED24X70","LCD (LED)",102,"2013-05-21",4.5,"22"
"LED24X70, LED24X90","LCD (LED)",102,"2013-05-21",4.5,"22"
"PL3221HDC","LCD",102,"2013-05-21",6,"32"
"DG65UHDOS","LCD (LED)",367,"2013-05-21",6,"65"
"XR-55A80L","OLED",387,"2013-05-21",4,"50"
"XR-65A80L","OLED",451,"2013-05-21",5,"65"
"LS50UHDZEN","LCD",225,"2013-05-21",6,"50"
"LS55UHDZEN","LCD",272,"2013-05-21",6,"50"
"LEV24A423","LCD (LED)",83,"2013-05-21",5,"22"
"AK7522S7TZN","LCD",480,"2013-05-21",6,"70"
"KAQLED50XQ98JSTA","LCD (LED)",382,"2013-05-21",3.5,"50"
"KAQLED50XQ98JSTB","LCD (LED)",382,"2013-05-21",3.5,"50"
"KAQLED50XQ98JSTC","LCD (LED)",382,"2013-05-21",3.5,"50"
"KAQLED50XQ98JSTD","LCD (LED)",382,"2013-05-21",3.5,"50"
"MT24HDW-LT22","LCD (LED)",66,"2013-05-21",6,"22"
"MT32HDW-LT22","LCD",90,"2013-05-21",6,"32"
"VN32ID70","LCD (LED)",118,"2013-05-21",5,"32"
"LSK43WSFW","LCD",172,"2013-05-21",6,"43"
"PL55M4G11","LCD",254,"2013-05-21",6,"50"
"32LN340CBSD","LCD (LED)",123,"2013-05-21",5,"32"
"AT24HDW-BCF","LCD",66,"2013-05-21",6,"22"
"KD32WOS2","LCD",90,"2013-05-21",6,"32"
"AT32HDW-BCF","LCD",90,"2013-05-21",6,"32"
"KALED42RF7510SPA","LCD (LED)",180,"2013-05-21",5.5,"43"
"LEV32A423","LCD (LED)",124,"2013-05-21",5,"32"
"LEV32A422","LCD (LED)",124,"2013-05-21",5,"32"
"LEV32A *423 *422","LCD (LED)",124,"2013-05-21",5,"32"
"AK5022S7TZN","LCD",225,"2013-05-21",6,"50"
"KALED42RF7510SPB","LCD (LED)",180,"2013-05-21",5.5,"43"
"KALED42RF7510SPC","LCD (LED)",180,"2013-05-21",5.5,"43"
"KALED42RF7510SPD","LCD (LED)",180,"2013-05-21",5.5,"43"
"KALED42RF7510SP*","LCD (LED)",180,"2013-05-21",5.5,"43"
"LEV24A422","LCD (LED)",124,"2013-05-21",5,"32"
"XR-77A80L","OLED",629,"2013-05-21",5,"80"
"KALED43RF9820STA","LCD (LED)",203,"2013-05-21",5,"43"
"KALED43RF9820STB","LCD (LED)",203,"2013-05-21",5,"43"
"KALED43RF9820STC","LCD (LED)",203,"2013-05-21",5,"43"
"KALED43RF9820STD","LCD (LED)",203,"2013-05-21",5,"43"
"KALED43RF9820STE","LCD (LED)",203,"2013-05-21",5,"43"
"AK3221S6WOS","LCD",89,"2013-05-21",6,"32"
"2T-C32EG1X","LCD (LED)",110,"2013-05-21",5.5,"32"
"2T-C42EG1X","LCD (LED)",197,"2013-05-21",5,"43"
"4T-C50DK1X","LCD (LED)",312,"2013-05-21",4.5,"50"
"4T-C70DL1X","LCD (LED)",457,"2013-05-21",5.5,"70"
"BP430FSG9700C","LCD",199,"2013-05-21",5,"43"
"KD55WOS2","LCD",256,"2013-05-21",6,"50"
"LS75UHDNF","LCD (LED)",469,"2013-05-21",6,"70"
"BILD i65","OLED",418,"2013-05-21",5,"65"
"BILD i55","OLED",354,"2013-05-21",4.5,"50"
"BILD i48","OLED",274,"2013-05-21",4.5,"50"
"BP500USG9700","LCD (LED)",332,"2013-05-21",5,"50"
"KUD50WT702AN","LCD",267,"2013-05-21",5,"50"
"KUD55WT702AN","LCD (LED)",320,"2013-05-21",5,"50"
"FF55RU62","LCD (LED)",190,"2013-05-21",7,"50"
"4T-C60DL1X","LCD (LED)",504,"2013-05-21",4,"65"
"ATV50UHDT-0323","LCD",225,"2013-05-21",6,"50"
"ATV75UHDT-0423","LCD",480,"2013-05-21",6,"70"
"KDL40WE680AN","LCD (LED)",175,"2013-05-21",5,"43"
"KDL32WE680AN","LCD (LED)",122,"2013-05-21",5,"32"
"BP85WOS","LCD",834,"2013-05-21",4.5,"80"
"XR-55X90L","LCD (LED)",450,"2013-05-21",3.5,"50"
"XR-65X90L","LCD (LED)",535,"2013-05-21",4,"65"
"OLED42C3PSA","OLED",232,"2013-05-21",4.5,"43"
"OLED42C36LA","OLED",232,"2013-05-21",4.5,"43"
"OLED48A3PSA","OLED",276,"2013-05-21",4.5,"50"
"OLED48A36LA","OLED",276,"2013-05-21",4.5,"50"
"OLED48C3PSA","OLED",284,"2013-05-21",4.5,"50"
"OLED48C36LA","OLED",284,"2013-05-21",4.5,"50"
"OLED55A3PSA","OLED",309,"2013-05-21",5,"50"
"OLED55A36LA","OLED",309,"2013-05-21",5,"50"
"OLED55B3PSA","OLED",364,"2013-05-21",4.5,"50"
"OLED55B36LA","OLED",364,"2013-05-21",4.5,"50"
"OLED55C3PSA","OLED",349,"2013-05-21",4.5,"50"
"OLED55C36LA","OLED",349,"2013-05-21",4.5,"50"
"OLED55G3PSA","OLED",422,"2013-05-21",4,"50"
"OLED55G36LA","OLED",422,"2013-05-21",4,"50"
"OLED65A3PSA","OLED",378,"2013-05-21",5.5,"65"
"OLED65A36LA","OLED",378,"2013-05-21",5.5,"65"
"OLED65B3PSA","OLED",444,"2013-05-21",5,"65"
"OLED65B36LA","OLED",444,"2013-05-21",5,"65"
"OLED65C3PSA","OLED",411,"2013-05-21",5.5,"65"
"OLED65C36LA","OLED",411,"2013-05-21",5.5,"65"
"OLED65G3PSA","OLED",532,"2013-05-21",4,"65"
"OLED65G36LA","OLED",532,"2013-05-21",4,"65"
"OLED77B3PSA","OLED",579,"2013-05-21",5,"80"
"OLED77B36LA","OLED",579,"2013-05-21",5,"80"
"OLED77C3PSA","OLED",561,"2013-05-21",5.5,"80"
"OLED77C36LA","OLED",561,"2013-05-21",5.5,"80"
"OLED77G3PSA","OLED",718,"2013-05-21",4.5,"80"
"OLED77G36LA","OLED",718,"2013-05-21",4.5,"80"
"OLED77Z3PSA","OLED",871,"2013-05-21",3.5,"80"
"OLED83C3PSA","OLED",656,"2013-05-21",5.5,"80"
"OLED83C36LA","OLED",656,"2013-05-21",5.5,"80"
"OLED83G3PSA","OLED",663,"2013-05-21",5.5,"80"
"OLED83G36LA","OLED",663,"2013-05-21",5.5,"80"
"KD-75X80L","LCD (LED)",692,"2013-05-21",4,"70"
"KD-85X80L","LCD (LED)",878,"2013-05-21",4,"80"
"QA65Q60CAW","LCD (LED)",394,"2013-05-21",5.5,"65"
"QA65Q60CAS","LCD (LED)",394,"2013-05-21",5.5,"65"
"QA65Q63CAS","LCD (LED)",394,"2013-05-21",5.5,"65"
"QA65Q6*CA*","LCD (LED)",394,"2013-05-21",5.5,"65"
"YOKT55Q8","LCD",278,"2013-05-21",5.5,"50"
"YOKT65Q8","LCD",542,"2013-05-21",4,"65"
"QA50Q60CAS","LCD (LED)",280,"2013-05-21",5,"50"
"QA50Q63CAS","LCD (LED)",280,"2013-05-21",5,"50"
"QA50Q6*CA*","LCD (LED)",280,"2013-05-21",5,"50"
"50QNED81SRA","LCD (LED)",295,"2013-05-21",4.5,"50"
"50QNED816RA","LCD (LED)",295,"2013-05-21",4.5,"50"
"55QNED81SRA","LCD (LED)",346,"2013-05-21",4.5,"50"
"55QNED816RA","LCD (LED)",346,"2013-05-21",4.5,"50"
"65QNED81SRA","LCD (LED)",433,"2013-05-21",5,"65"
"65QNED816RA","LCD (LED)",433,"2013-05-21",5,"65"
"75QNED81SRA","LCD (LED)",492,"2013-05-21",5.5,"70"
"75QNED816RA","LCD (LED)",492,"2013-05-21",5.5,"70"
"86QNED81SRA","LCD (LED)",725,"2013-05-21",5,"80"
"86QNED816RA","LCD (LED)",725,"2013-05-21",5,"80"
"QA43Q60CAS","LCD (LED)",259,"2013-05-21",4,"43"
"QA43Q63CAS","LCD (LED)",259,"2013-05-21",4,"43"
"QA43Q6*CA*","LCD (LED)",259,"2013-05-21",4,"43"
"QA55Q60CAW","LCD (LED)",321,"2013-05-21",5,"50"
"QA55Q60CAS","LCD (LED)",321,"2013-05-21",5,"50"
"QA55Q63CAS","LCD (LED)",321,"2013-05-21",5,"50"
"QA55Q6*CA*","LCD (LED)",321,"2013-05-21",5,"50"
"QA50QN90CAW","LCD (LED)",346,"2013-05-21",4,"50"
"QA50QN90CAS","LCD (LED)",346,"2013-05-21",4,"50"
"QA50QN90CA*","LCD (LED)",346,"2013-05-21",4,"50"
"QA55QN90CAW","LCD (LED)",416,"2013-05-21",4,"50"
"QA55QN90CAS","LCD (LED)",416,"2013-05-21",4,"50"
"QA55QN90CA*","LCD (LED)",416,"2013-05-21",4,"50"
"KD-55X85L","LCD (LED)",396,"2013-05-21",4,"50"
"KD-65X85L","LCD (LED)",533,"2013-05-21",4,"65"
"Q55U","LCD (LED)",304,"2013-05-21",5.5,"50"
"QA85Q60CAW","LCD (LED)",635,"2013-05-21",5.5,"80"
"QA85Q60CAS","LCD (LED)",635,"2013-05-21",5.5,"80"
"QA85Q6*CA*","LCD (LED)",635,"2013-05-21",5.5,"80"
"QA65QN90CAW","LCD (LED)",569,"2013-05-21",4,"65"
"QA65QN90CAS","LCD (LED)",569,"2013-05-21",4,"65"
"QA65QN90CA*","LCD (LED)",569,"2013-05-21",4,"65"
"QA75QN90CAW","LCD (LED)",682,"2013-05-21",4.5,"70"
"QA75QN90CAS","LCD (LED)",682,"2013-05-21",4.5,"70"
"QA75QN90CA*","LCD (LED)",682,"2013-05-21",4.5,"70"
"FF65RU62","LCD (LED)",220,"2013-05-21",8,"65"
"43UR8050PSB","LCD (LED)",269,"2013-05-21",4,"43"
"43UR80006LJ","LCD (LED)",269,"2013-05-21",4,"43"
"50UR8050PSB","LCD (LED)",287,"2013-05-21",4.5,"50"
"50UR80006LJ","LCD (LED)",287,"2013-05-21",4.5,"50"
"55UR8050PSB","LCD (LED)",357,"2013-05-21",4.5,"50"
"55UR80006LJ","LCD (LED)",357,"2013-05-21",4.5,"50"
"65UR8050PSB","LCD (LED)",466,"2013-05-21",4.5,"65"
"65UR80006LJ","LCD (LED)",466,"2013-05-21",4.5,"65"
"75UR8050PSB","LCD (LED)",605,"2013-05-21",5,"70"
"86UR8050PSB","LCD (LED)",915,"2013-05-21",4,"80"
"FF43RU62","LCD (LED)",160,"2013-05-21",6,"43"
"FF50RU62","LCD (LED)",190,"2013-05-21",6,"50"
"ATV24HDG-0223","LCD (LED)",61,"2013-05-21",6,"22"
"QA43QN90CAW","LCD (LED)",259,"2013-05-21",4,"43"
"QA43QN90CAS","LCD (LED)",259,"2013-05-21",4,"43"
"QA43QN90CA*","LCD (LED)",259,"2013-05-21",4,"43"
"XR-75X90L","LCD (LED)",589,"2013-05-21",5,"70"
"Q65U","LCD (LED)",465,"2013-05-21",5,"65"
"QA65QN85CAW","LCD (LED)",503,"2013-05-21",4.5,"65"
"QA65QN85CAS","LCD (LED)",503,"2013-05-21",4.5,"65"
"QA65QN85CA*","LCD (LED)",503,"2013-05-21",4.5,"65"
"QA75QN85CAW","LCD (LED)",562,"2013-05-21",5,"70"
"QA75QN85CAS","LCD (LED)",562,"2013-05-21",5,"70"
"QA75QN85CA*","LCD (LED)",562,"2013-05-21",5,"70"
"UA43CU8000W","LCD (LED)",259,"2013-05-21",4,"43"
"UA43CU8000S","LCD (LED)",259,"2013-05-21",4,"43"
"UA43CU8500S","LCD (LED)",259,"2013-05-21",4,"43"
"UA43CU8*00*","LCD (LED)",259,"2013-05-21",4,"43"
"UA50CU8000W","LCD (LED)",328,"2013-05-21",4,"50"
"UA50CU8000S","LCD (LED)",328,"2013-05-21",4,"50"
"UA50CU8500S","LCD (LED)",328,"2013-05-21",4,"50"
"UA50CU8*00*","LCD (LED)",328,"2013-05-21",4,"50"
"UA55CU8000W","LCD (LED)",361,"2013-05-21",4.5,"50"
"UA55CU8000S","LCD (LED)",361,"2013-05-21",4.5,"50"
"UA55CU8500S","LCD (LED)",361,"2013-05-21",4.5,"50"
"UA55CU8*00*","LCD (LED)",361,"2013-05-21",4.5,"50"
"UA65CU8000W","LCD (LED)",452,"2013-05-21",5,"65"
"UA65CU8000S","LCD (LED)",452,"2013-05-21",5,"65"
"UA65CU8500S","LCD (LED)",452,"2013-05-21",5,"65"
"UA65CU8*00*","LCD (LED)",452,"2013-05-21",5,"65"
"K42FSW2","LCD",260,"2013-05-21",3.5,"43"
"QA75Q70CAW","LCD (LED)",580,"2013-05-21",5,"70"
"QA75Q70CAS","LCD (LED)",580,"2013-05-21",5,"70"
"QA75Q70CA*","LCD (LED)",580,"2013-05-21",5,"70"
"QA85QN90CAW","LCD (LED)",897,"2013-05-21",4,"80"
"QA85QN90CAS","LCD (LED)",897,"2013-05-21",4,"80"
"QA85QN90CA*","LCD (LED)",897,"2013-05-21",4,"80"
"QA55Q80CAW","LCD (LED)",412,"2013-05-21",4,"50"
"QA55Q80CAS","LCD (LED)",412,"2013-05-21",4,"50"
"QA55Q80CA*","LCD (LED)",412,"2013-05-21",4,"50"
"QA32LS03CBW","LCD (LED)",160,"2013-05-21",4,"32"
"QA55QN85CAW","LCD (LED)",412,"2013-05-21",4,"50"
"QA55QN85CAS","LCD (LED)",412,"2013-05-21",4,"50"
"QA55QN85CA*","LCD (LED)",412,"2013-05-21",4,"50"
"QA85QN85CAW","LCD (LED)",755,"2013-05-21",5,"80"
"QA85QN85CAS","LCD (LED)",755,"2013-05-21",5,"80"
"QA85QN85CA*","LCD (LED)",755,"2013-05-21",5,"80"
"QA75QN800CW","LCD (LED)",1069,"2013-05-21",2.5,"70"
"QA75QN800CS","LCD (LED)",1069,"2013-05-21",2.5,"70"
"QA75QN800C*","LCD (LED)",1069,"2013-05-21",2.5,"70"
"UA75CU8000W","LCD (LED)",605,"2013-05-21",5,"70"
"UA75CU8000S","LCD (LED)",605,"2013-05-21",5,"70"
"UA75CU8000*","LCD (LED)",605,"2013-05-21",5,"70"
"QA85Q70CAW","LCD (LED)",791,"2013-05-21",4.5,"80"
"QA85Q70CAS","LCD (LED)",791,"2013-05-21",4.5,"80"
"QA85Q70CA*","LCD (LED)",791,"2013-05-21",4.5,"80"
"QA65Q80CAW","LCD (LED)",562,"2013-05-21",4,"65"
"QA65Q80CAS","LCD (LED)",562,"2013-05-21",4,"65"
"QA65Q80CA*","LCD (LED)",562,"2013-05-21",4,"65"
"QA75Q80CAW","LCD (LED)",744,"2013-05-21",4,"70"
"QA75Q80CAS","LCD (LED)",744,"2013-05-21",4,"70"
"QA75Q80CA*","LCD (LED)",744,"2013-05-21",4,"70"
"QA85Q80CAW","LCD (LED)",948,"2013-05-21",4,"80"
"QA85Q80CAS","LCD (LED)",948,"2013-05-21",4,"80"
"QA85Q80CA*","LCD (LED)",948,"2013-05-21",4,"80"
"QA55Q70CAW","LCD (LED)",419,"2013-05-21",4,"50"
"QA55Q70CAS","LCD (LED)",419,"2013-05-21",4,"50"
"QA55Q70CA*","LCD (LED)",419,"2013-05-21",4,"50"
"QA65Q70CAW","LCD (LED)",532,"2013-05-21",4,"65"
"QA65Q70CAS","LCD (LED)",532,"2013-05-21",4,"65"
"QA65Q70CA*","LCD (LED)",532,"2013-05-21",4,"65"
"QA65QN700CS","LCD (LED)",697,"2013-05-21",3,"65"
"QA85QN900CW","LCD (LED)",1365,"2013-05-21",2,"80"
"QA85QN900CS","LCD (LED)",1365,"2013-05-21",2,"80"
"QA85QN900C*","LCD (LED)",1365,"2013-05-21",2,"80"
"43UR78006LL","LCD (LED)",269,"2013-05-21",4,"43"
"50UR78006LL","LCD (LED)",287,"2013-05-21",4.5,"50"
"55UR78006LL","LCD (LED)",357,"2013-05-21",4.5,"50"
"65UR78006LL","LCD (LED)",466,"2013-05-21",4.5,"65"
"QA65QN95CAW","LCD (LED)",569,"2013-05-21",4,"65"
"QA65QN95CAS","LCD (LED)",569,"2013-05-21",4,"65"
"QA65QN95CA*","LCD (LED)",569,"2013-05-21",4,"65"
"QA50Q80CAS","LCD (LED)",343,"2013-05-21",4,"50"
"QA75QN700CS","LCD (LED)",784,"2013-05-21",3.5,"70"
"QA85QN800CW","LCD (LED)",1109,"2013-05-21",3,"80"
"QA85QN800CS","LCD (LED)",1109,"2013-05-21",3,"80"
"QA85QN800C*","LCD (LED)",1109,"2013-05-21",3,"80"
"PL6521UHDG","LCD",358,"2013-05-21",6,"65"
"ATV32HDG-0423","LCD (LED)",104,"2013-05-21",6,"32"
"ATV32HDG-1022","LCD (LED)",104,"2013-05-21",6,"32"
"ATV32HDG-0722","LCD (LED)",104,"2013-05-21",6,"32"
"QA75QN95CAW","LCD (LED)",711,"2013-05-21",4,"70"
"QA75QN95CAS","LCD (LED)",711,"2013-05-21",4,"70"
"QA75QN95CA*","LCD (LED)",711,"2013-05-21",4,"70"
"QA85QN95CAW","LCD (LED)",905,"2013-05-21",4,"80"
"QA85QN95CAS","LCD (LED)",905,"2013-05-21",4,"80"
"QA85QN95CA*","LCD (LED)",905,"2013-05-21",4,"80"
"QA75Q60CAW","LCD (LED)",671,"2013-05-21",4.5,"70"
"QA75Q60CAS","LCD (LED)",671,"2013-05-21",4.5,"70"
"QA75Q63CAS","LCD (LED)",671,"2013-05-21",4.5,"70"
"QA75Q6*CA*","LCD (LED)",671,"2013-05-21",4.5,"70"
"QA55QN700CS","LCD (LED)",616,"2013-05-21",2,"50"
"UA75CU8500S","LCD (LED)",605,"2013-05-21",5,"70"
"AK5522S7TZN","LCD",272,"2013-05-21",6,"50"
"KD-75X77L","LCD (LED)",789,"2013-05-21",3.5,"70"
"XR-83A80L","OLED",765,"2013-05-21",4.5,"80"
"PL40S4G11","LCD",149,"2013-05-21",6,"43"
"LS32C12V","LCD",102,"2013-05-21",6,"32"
"KALED98X98JSTA","LCD (LED)",1233,"2013-05-21",4,"100"
"K650USG","LCD",554,"2013-05-21",4,"65"
"K550USG","LCD",354,"2013-05-21",4.5,"50"
"K500USG","LCD",333,"2013-05-21",4,"50"
"KALED32RH9320STA","LCD (LED)",104,"2013-05-21",6,"32"
"65QNED86SRA","LCD (LED)",459,"2013-05-21",5,"65"
"65QNED866RA","LCD (LED)",459,"2013-05-21",5,"65"
"75QNED86SRA","LCD (LED)",550,"2013-05-21",5,"70"
"75QNED866RA","LCD (LED)",550,"2013-05-21",5,"70"
"86QNED86SRA","LCD (LED)",754,"2013-05-21",5,"80"
"86QNED866RA","LCD (LED)",754,"2013-05-21",5,"80"
"KD-55X77L","LCD (LED)",477,"2013-05-21",3.5,"50"
"KD-65X77L","LCD (LED)",530,"2013-05-21",4,"65"
"KD-75X85L","LCD (LED)",667,"2013-05-21",4.5,"70"
"43UR81006LJ","LCD (LED)",269,"2013-05-21",4,"43"
"50UR81006LJ","LCD (LED)",287,"2013-05-21",4.5,"50"
"55UR81006LJ","LCD (LED)",357,"2013-05-21",4.5,"50"
"65UR81006LJ","LCD (LED)",466,"2013-05-21",4.5,"65"
"75UR80006LJ","LCD (LED)",605,"2013-05-21",5,"70"
"75UR81006LJ","LCD (LED)",605,"2013-05-21",5,"70"
"86UR80006LA","LCD (LED)",915,"2013-05-21",4,"80"
"86UR81006LA","LCD (LED)",915,"2013-05-21",4,"80"
"XR-85X95L","LCD (LED)",1034,"2013-05-21",3.5,"80"
"XR-65X95L","LCD (LED)",793,"2013-05-21",2.5,"65"
"XR-75X95L","LCD (LED)",894,"2013-05-21",3,"70"
"QA55S90CAW","LCD (LED)",416,"2013-05-21",4,"50"
"QA55S90CAS","LCD (LED)",416,"2013-05-21",4,"50"
"KD-43X77L","LCD (LED)",288,"2013-05-21",3.5,"43"
"KD-50X77L","LCD (LED)",348,"2013-05-21",4,"50"
"QA55S90CA*","LCD (LED)",416,"2013-05-21",4,"50"
"QA65S90CAW","LCD (LED)",565,"2013-05-21",4,"65"
"QA65S90CAS","LCD (LED)",565,"2013-05-21",4,"65"
"QA65S90CA*","LCD (LED)",565,"2013-05-21",4,"65"
"K43FSG11","LCD (LED)",212,"2013-05-21",5,"43"
"FF32RS52","LCD (LED)",99,"2013-05-21",6,"32"
"XR-85X90L","LCD (LED)",744,"2013-05-21",5,"80"
"OLED42C34LA","OLED",232,"2013-05-21",4.5,"43"
"KALED65U92TA","LCD (LED)",404,"2013-05-21",5.5,"65"
"ATV55UHDT-0723","LCD",272,"2013-05-21",6,"50"
"LED32M80","LCD (LED)",175,"2013-05-21",4.5,"32"
"LED32X80","LCD (LED)",175,"2013-05-21",4.5,"32"
"32in Smart TV","LCD (LED)",175,"2013-05-21",4.5,"32"
"TH-42MZ980Z","OLED",223,"2013-05-21",4.5,"43"
"TH-48MZ980Z","OLED",289,"2013-05-21",4.5,"50"
"TH-55MZ980Z","OLED",365,"2013-05-21",4.5,"50"
"TH-65MZ980Z","OLED",457,"2013-05-21",5,"65"
"TH-55MZ1500Z","OLED",362,"2013-05-21",4.5,"50"
"TH-65MZ1500Z","OLED",457,"2013-05-21",5,"65"
"UA85CU8000W","LCD (LED)",726,"2013-05-21",5,"80"
"UA85CU8000S","LCD (LED)",726,"2013-05-21",5,"80"
"UA85CU8*00*","LCD (LED)",726,"2013-05-21",5,"80"
"QA55S95CAW","LCD (LED)",416,"2013-05-21",4,"50"
"QA55S95CAS","LCD (LED)",416,"2013-05-21",4,"50"
"QA55S95CA*","LCD (LED)",416,"2013-05-21",4,"50"
"QA65S95CAW","LCD (LED)",569,"2013-05-21",4,"65"
"QA65S95CAS","LCD (LED)",569,"2013-05-21",4,"65"
"QA65S95CA*","LCD (LED)",569,"2013-05-21",4,"65"
"QA77S95CAW","LCD (LED)",806,"2013-05-21",4,"80"
"QA77S95CAS","LCD (LED)",806,"2013-05-21",4,"80"
"QA77S95CA*","LCD (LED)",806,"2013-05-21",4,"80"
"75C745","LCD (LED)",732,"2013-05-21",4,"70"
"LH85BECHLGKXXY","LCD (LED)",532,"2013-05-21",6,"80"
"AK4021S6WOS","LCD",150,"2013-05-21",6,"43"
"55C745","LCD (LED)",476,"2013-05-21",3.5,"50"
"85C745","LCD (LED)",1170,"2013-05-21",3,"80"
"85C645","LCD (LED)",623,"2013-05-21",6,"80"
"75C645","LCD (LED)",1010,"2013-05-21",2.5,"70"
"50C645","LCD (LED)",277,"2013-05-21",5,"50"
"43C645","LCD (LED)",220,"2013-05-21",4.5,"43"
"65C745","LCD (LED)",520,"2013-05-21",4.5,"65"
"55C845","LCD (LED)",532,"2013-05-21",3,"50"
"65C845","LCD (LED)",812,"2013-05-21",2.5,"65"
"75C845","LCD (LED)",956,"2013-05-21",3,"70"
"XR-98X90L","LCD (LED)",944,"2013-05-21",5,"100"
"K40FSW","LCD (LED)",180,"2013-05-21",5,"43"
"K55OLED","OLED",275,"2013-05-21",5.5,"50"
"K50USW2","LCD (LED)",330,"2013-05-21",4,"50"
"LT-43N5135A","LCD",205,"2013-05-21",5,"43"
"KDL32WE330VN2","LCD",129,"2013-05-21",5,"32"
"98C745","LCD (LED)",1771,"2013-05-21",2.5,"100"
"FF75RU62","LCD (LED)",450,"2013-05-21",6,"70"
"ATV43UHDT-0723","LCD (LED)",170,"2013-05-21",6,"43"
"ATV70UHDT-0623","LCD",420,"2013-05-21",6,"70"
"TH-32MS600Z","LCD (LED)",95,"2013-05-21",6,"32"
"TH-43MS600Z","LCD (LED)",144,"2013-05-21",6,"43"
"FF40RS52","LCD (LED)",144,"2013-05-21",6,"43"
"OLED88Z3PSA","OLED",1276,"2013-05-21",3,"90"
"OLED88Z36LA","OLED",1276,"2013-05-21",3,"90"
"TH-77MZ2000Z","OLED",672,"2013-05-21",4.5,"80"
"K55USW","LCD (LED)",364,"2013-05-21",4.5,"50"
"KALED65U92TB","LCD (LED)",404,"2013-05-21",5.5,"65"
"KALED65U92TC","LCD (LED)",404,"2013-05-21",5.5,"65"
"KALED65U92TD","LCD (LED)",404,"2013-05-21",5.5,"65"
"KALED65U92TE","LCD (LED)",404,"2013-05-21",5.5,"65"
"LED22M60","LCD (LED)",102,"2013-05-21",4,"22"
"LED32M10","LCD (LED)",150,"2013-05-21",4.5,"32"
"50PUT8528/79","LCD (LED)",329,"2013-05-21",4,"50"
"55PUT8528/79","LCD (LED)",365,"2013-05-21",4.5,"50"
"65PUT8528/79","LCD (LED)",481,"2013-05-21",4.5,"65"
"AV-J323135A","LCD (LED)",110,"2013-05-21",5.5,"32"
"XR-55A95L","OLED",385,"2013-05-21",4,"50"
"XR-65A95L","OLED",452,"2013-05-21",5,"65"
"KALED19PRIZD","LCD (LED)",62,"2013-05-21",5,"22"
"QA77S90CAW","LCD (LED)",653,"2013-05-21",4.5,"80"
